Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
"Um zu verhindern dass die Vollstreckung dieser Urtheilen durch einen Hauffen Bauern, so unter Vorwand des Marckts in die Stadt kommen könnten, nicht gestöhret wurde, hatte man ein Piqnet Jnfanterie vnd Cavallerie beordert, sich auf allem Fall bereit zu halten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"der Königin, zu Friedenburg.| Aus Pohlen.| Warschau  Julii.",221,221_polen_warschau_juny_aus,"['polen', 'warschau', 'juny', 'aus', 'julii', 'castellan', 'july', 'augusti', 'pohlen', 'friedenburg']",,polen - warschau - juny - aus - julii - castellan - july - augusti - pohlen - friedenburg,False
"der König haben den  von Löwen, bisherigen Obrist Leutenant des Leh mannischen Garnison Regiments zum Ober sten besagten Regiments zu erklären geruhet Vorgestern Vormittags langete der Marschall von Frankreich,  Graf Moritz von Sach sen in Begleitung des  Marquis von Sourdis, und des  Grafen von Riesse, wie auch der in Königl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Würtember gischen Fusilier Regiment brachte  Excell.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Vor ihren Quartier wurden  Granadiers, und vor ihren Apartement eben falls  Granadiers zur Schildwache gestellet,  Unter Officiers aber hatten die Ordonanz bey ihnen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Jhro Majestät der König haben beschlossen, denen sämmtlichen Officiers von Dero Leid Grenadier Garde Regiment alhier einen höheren Character beyzulegen, und da hero den Herrn General Major Lorenz von Pirch zum General Leutenant, die  Obristens zu General Majors, die  Obrist Leutenants, die  Capitains zu Majors,  ernannt.| Berlin  Julii.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Garde du Corps von dannen nach erwehntem Potsdam marschiret, in der Absicht, auf Befehl  Majestät des Königs, mit der Garde zu Fuss, dem Fusilier Regiment  Königl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Hoheit des Prinzen Heinrichs, dem Grenadier Bat taillon von Ketzow, und dem aus Branden burg dorthin gerükten Fusilier Negiment von Münchow, einige Ubungen und Attaquen zu machen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Majestät hohen Generalität, dann sämment licher regulirten Regimentern zu Pferd, und zu Fuss, wie nämlich dieselbe mit Ende Julii 1749. mit ihren angestellten Stabs Officie ren zu allerhöchsten Kriegs Diensten in Be reitschaft stehen, in welchen Ländern sich der malen die Regimenter befinden, und derer selben Herren Kriegs Agenten in Wien mit Namen heissen; im langen 8vo nach der neue sten Promotion, mit möglichster accuratesse nach dem Alphabet, und dahero ohne Rann, auf Schreib Papier zum Nutzen, und Gebrauch des Militar Standes verfasset; samt denen Wohnungen dere Herren Kriegs Agenten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Der Catalogus da von ist zu haben in der Buchhandlung zum goldenen Vliess, auf dem Juden platz, wie auch bey  Brighenti in seinem Gewölb zum roten Adler im kleinen Waag Haus.",200,200_juden_vlies_rabbiner_platz,"['juden', 'vlies', 'rabbiner', 'platz', 'judenhaus', 'judengässel', 'goldenen', 'gentschitz', 'röcke', 'formulare']",,juden - vlies - rabbiner - platz - judenhaus - judengässel - goldenen - gentschitz - röcke - formulare,False
"Hoheit Land Gut Monplai sir  Voran giengen  Schalmeyen Pfeisser deren Jnstrumente mit Bändern gezieret wa  Auf diese folgten  Bauren Pursche zu Pferd, paar und paar mit hölzernen Lanzen versehen.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Der Agent  Lacombe hat aber durch alsogleich gemachte wei tere Anzeige dieses Vorhaben verhindert, in deme noch am Abend zuvor durch zwey Picke ter Granatierern  Mann stark dieselbe verstärket, und auch sonsten alle Anstal ten vorgekehret worden womit sich die Besa tzung auf guter Hut befunden, so dass sich dahero die Rebellen den vorgehabten Angrif würklich zu unternehmen nicht getrauet.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Den 5ten schikte der Französische Commandant ein anderes Picket nacher Nebbio ab, um alda einige Bauren in Verhaft zu nehmen; man fande aber das gesammte Volk dasigen Kirch spiels unter Anführung des berühmten Rebel len Peter in Waffen; und da sie Rebellen auf das Picket Feuer gaben, und einen Granatier ertödteten, musten die übrige Soldaten zuruk weichen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Kriegs Minister ist in Begleitung des  Morcan de Sechelles nach Arras abgereiset, um das neu errichtete Grenadier Corpo die Musterung passiren zu lassen, und die Gränz Festungen in Flandern in Augenschein zu nehmen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Hoheit von denen Compagnien zu Pferd in schöner Equipage empfangen worden; nach dem Mit tagmal, welches der Prinz von Hornes zube reiten lassen, beliebte es,  Königl.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Majestät ist der Herr Obriste von Baurnfeind zum Commandanten der Citadelle Fridrichsha fen, der  Commandeur Tonder zum Schut bey Nacht, und der Herr Oberst, Graf von Donneskiold Lurwigen, zum Obersten, und Haupt über  Königl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Die  Missethä ter, welche enthauptet worden, seynd von  Dragoner und  Mann Jnfanterie zur Richtstadt begleitet worden, welche solang das Traurspiel gewähret, in Waffen gestanden um die jenige in Zaum zu halten, die eine Bewegung hätten verursachen können, es ist aber nichts erfolget, ungehindert der Scharf richter dergestalten verwirret ware, dass er keinen den Kopf ehender als durch den drit ten Streich herabschlagen können, und unter das Volk aufrührerische Zettuln gestreuet wor den, welche mit diesen Worten angefangen: Vergiesset nur häuffiges Burger Blut, es wird ein jeder Tropfen in unsere Herzen fliessen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Die zwischen Namur, und hier an der Maass gelegene Stadt Huy wird hauptsächlichen un ter die jenige Städte zu zehlen seyn, das Ge dächtnus gegenwärtigen Jahrs zu verewigen: indeme den  dieses in der Nacht ein ent sezliches mit Fener, und Hagel vermischtes Wetter, welches sich von dem Rhein bis an die Schelde erstrecket, entstanden, worauf ein so aufferordentlich grosser Platz regen in der Gegend von Huy erfolget, dass der kleine Fluss Hoyoux in einem Augenblik dergestalten ange schwollen, dass er auf beyden Seiten ausge brochen, und alle Eisen Schmidten, Papier, und andere Mühlen in grosser Anzahl über den Haufen geworfen und  oder 5 steiner ne Brüken hinweg gerissen, wovon sich die Steine an der grossen Maass Brucken also gehäuffet, dass sich der Fluss in die untere Stadt ausgegossen,undselbevölligzuGrund ge| gerichtet hätte, wann sich nicht die Flut durch ihre Stärke selbsten durch Erbrechung deren Stadt Thören, und Hinwegreissung des er sten Brucken Bogens einen Weg zum Ausfluss gebahnet hätte.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Aus NordGallizien hat man, dass den  und 3ten dieses der Fluss Minho durch die gewal tige Platz regen dermassen angeloffen wäre, dass derselbe aus denen Ufern gestiegen, mehr als  umligende Dörfer überschwemmet, Häuser, und Ställe weggespühlet, und bey nahe alle Lande mit denen Früchten verwüstet hatte, wie dann auch eine grosse Anzahl Menschen, und Vieh elendiglich um das Leben ge kommen wären.| Aus Gross Brittannien.| Londen   MitderEngländischenFischereyandenen Küsten von Schottland, und denen Arcadischen Jnsuln, imgleichen im Jsländischen Mee re, wird es nun ein rechter Ernst.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Auch seynd einige Jngenieurs dahin abgegangen, um Festungs werke alda zu er richten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Der General Ligonier hat das zweyte Regiment Gardes Dragoner, so der verstorbene Herzog von Montagne gehabt, be kommen, und der Ritter Carl Howard ist zum Gubernator von Carlisle gemacht worden.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Den  vorigen Monats ist eine Verordnung publiciret worden, dass in der Pro vinz Luxenburg nachstehende Mauten, und zwar auf die Pferde, und Füllen sowol bey Eingang, als Ausgang, wie solche unterm  Julii 1717. angeordnet worden auf diejenige Pferd aber, welche aus fremden Ländern durch diese Provinz gehen von jedem Stuk  Gulden Transito, von all anderem Viehe aber, wie solches in der Tarif von 1717. begriffen ist, der Ein und Ausgang, wie solcher in gemeldter Tarif an geordnet; die Mant auf die Wollen aber wie in der Verordnung von  Januarii 1745. anbefohlen worden, entrichtet werden sollen.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Was die Soldaten an betrift, ist befohlen, einen jeden, welcher kei nen Passport von seinem Officier aufwrisen kan, anzuhalten; so bald man in einer Festung oder anderen verschlossenen Ort, der Desertion eines Soldaten gewahr wird, sollen  Canonen Schüsse geschehen, da dann sogleich alle be nachbarte Dorfschaften verbunden seynd, Sturm zu läuten, und damit von Dorf zu Dorf zu con tinuiren.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Zum patrouilliren hat man sich hand fester und wol bewaffneter Leute zu bedienen.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"oder Dragonern, werden  Thaler, und wer mit dem Pferd ausreisset, für denselben werden  Thaler versprochen.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Die Schuitheisen und Vorsteher der offenen Städte und Dörfer, welche einer Nachlässigkeit in Ver folgung eines Deserteurs überführet werden können, müssen  Thaler Straffe an sein Regiment, und  Thaler an ihren Denuncian ten, bezahlen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Es hat dieser vorsichtige General dieses rauberische Volk so weit verfolget, bis er selbiges ziemlich beysammen angetroffen, und obwol die selben in einem dichten Gebüsche wol postiret gestanden, so hat er, doch nicht ohne eigner Gefahr und Exponirung seiner Person, ob wol mit wenig Verlust seiner unterhabenden Mannschaft, viele von denen Haydamacken  leget, noch mehrere gefangen bekommen, und die übrigen zerstreuet.| Posen   Die Heuschrecken lassen sich an denen Grän zen aniezo sehr häuffig spühren, und haben urlängst, auf unterschiedlichen Gütern bey LisLisfafa das Sommer getreide ziemlich abgefressen, insonderheit aber auf denen Storchnestischen Gütern grossen Schaden gethan.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Hier auf ist die Burger wacht abgedankt, und nur die gewöhnliche Wache mit noch einigen Com pagnien Miliz aus der Nachbarschaft, beybe halten worden, worüber einige Rahts herren aus hiesiger Stadt die Aufsicht haben.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Es ist an einem wol gelegenen Ort ein gut gebautes Haus zu verkauffen, wovon man die nähere Auskunft in dem so genannt kleinen Pazmaniter Haus neben der Haupt Mant dem korenzer Kloster gegen über im anderten Stof einholen | AVERTISSEMENT.",112,112_verkaufen_täglich_haus_juden,"['verkaufen', 'täglich', 'haus', 'juden', 'deutschen', 'freyer', 'aussicht', 'wohlgebau', 'alltäglich', 'gebautes']",,verkaufen - täglich - haus - juden - deutschen - freyer - aussicht - wohlgebau - alltäglich - gebautes,False
"Zweymal hat nun das mehrgedachte Rusische Kriegs Schif auf hiesiger Rhede schon die Se gel aufgezogen, und den Lauf nach dem Sun de gerichtet gehabt, beydemal aber ist es auch hieher wieder zuruk gekommen.| AVERTISSEMENT.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Die aus Frankreich zuruck gekom mene Modenesische Battaillon Schweitzer ist zur Besatzung in das Castell gelegt, und neu montiret worden.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Man erwartet ehestens al da auch die anderte solche Battaillon aus Pro vence.| Mantua   1749.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Alsdann zum Unterhalt dieser Truppen 618000.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Marechal de Camp zum Obristen des durch den Tod des Grafen von Rosen erledigten Teutschen Rei terey Regiment ernannt: Höchst Dieselbe ha ben zu gleicher Zeit dem erst  Jahr alten Sohn besagten verstorbenen Grafen ein Obri sten Edict bey gedachten Regiment ertheilet, mit der Bedingnus, dass derselbe ein Jahr lang unter denen Königl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Vor einigen Tagen ist eine derer Kutschen des Herzogs von Pentievre, nitmit  Pferden be spannet, völlig in Stücken gegangen, indeme die Pferde durchgegangen, wobey der Kutscher das Leben eingebüsset, und der Vorreuter, nebst zweyen Stallmeisteren, welche sich in der Kutschen befunden, so hart blessiret worden, dass sie in grosser Gefahr des Lebens seynd.| Paris  Decemb.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Hof Kriegs Raht untern  dieses verordnet: dass aller seits, Jnteressirte, welche an des bey dem Leopold Palfyschen JnfanterieRegiment ge standenund verstorbenen Hauptmanns Maxi miliani Schmid von Eysenberg Verlassenschaft entweder von Erbrechts, oder sonstigen An forderungen einige Sprüche zu haben vermei nen, mittels Einberaumung einer  wochent lichen Frist  sub termino præclusipraeclusi,perEdicta gehörig vorgeforderet, und vernommen, forthin eine ordentliche Abhandlung gepflogen, und darüberhin Hoch ersagt Kaiserl.",218,218_böhmen_ungarn_jnfanterieregiments_regiments,"['böhmen', 'ungarn', 'jnfanterieregiments', 'regiments', 'diesseitige', 'verstorben', 'crediti', 'deto', 'vorzuladen', 'nothwendig']",,böhmen - ungarn - jnfanterieregiments - regiments - diesseitige - verstorben - crediti - deto - vorzuladen - nothwendig,False
"Majestät hohen Generalität, dann sämment licher regulirten Regimentern zu Pferd, und zu Fuss, wie nämlich dieselbe mit Ende Julii 1749. mit ihren angestellten Stabs Officie ren zu allerhöchsten Kriegs Diensten in Be reitschaft stehen, in welchen Ländern sich der malen die Regimenter befinden, und derer selben Herren Kriegs Agenten in Wien mit Namen heissen; im langen 8vo nach der neue sten Promotion, mit möglichster accuratesse nach dem Alphabet, und dahero ohne Rang, auf Schreib Papier zum Nutzen, und Gebrauch des Militar Standes verfasset; samt denen Wohnungen dere Herren Kriegs Agenten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"AnAnnebst nebst haben auch die Obristen den Befehl, von allen Regimentern eine genaue Liste ihrer un terhabenden Mannschaft dem GeneralKriegs Jntendanten einzureichen,undwasabgängig ist, auf das fleissigste zu recrutiren.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Die Assecuranz Ge sellschaft nimmt den Schaden, der an Schif fen und Gütern zur See entstehet, gemeiniglich auf sich.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Petersburg   Gestern als an dem Neujahrs tage versamm leten sich Vormittags sämtlich inländische Mi nistres, die Generaliät und übrige Standes Personen beyderley Geschlechts an Hofe, um sowol bey Jhro Majestät unserer allergnädig sten Monarchin, als bey beyden Kaiserl.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Pa last, eine schöne Jllumination angezündet, welche die Glükseligheit, als eine Statue auf ei ner prächtigen Fontaine, vorstellte, die aus ihren Quellen die an dem untern Postement gesezte 4 Jahrs zeiten überströhmete, und von dar sich weiter durch die ganze Gegend, wodurch das Russische Reich vorgebildet war, ergoss.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"über den Anwachs deren schönen Pferden ein besonderes Ver gnügen bezeiget, auch einige davon auslöseten und selbige hieher führen lassen.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Den  dieses vermutete man einen neuen Tumult, allein es regte sich niemand, weil beyde Offi ciers unterdessen Ordre empfangen hatten, kei nen Lärm mehr zu machen.| Copenhagen   Dieser Tagen erhielte der Russisch Kaiserl.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Max Hessischen Jnfanterie Regiments be begangen worden, wobey Seine Majestät der Glorwürdgst Regierende König von Gross Britannien Georgius  Churfürst von Hannover, der Tauf Pate, und Jhro Königl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Hoheit der Herr General Gouverneur hat dem Herrn Franque, Obrist Leutenant von dem Regiment Arberg, aufge tragen, für die vier NationalRegimenter de los Rios, Ligne, Prie, und Arberg 3000.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Die An gelegenheit von Caracques machet dem Hof vie es zu thun, und ist selbe weit ernsthafter,als man anfangs geglaubet; die Anzahl deren Aufrührern wird von Tag zu Tag grösser; und glaubet man, dass noch mehrere Truppen dahin wer den abgeschicket werden müssen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Lorenz von Brindisi gewesten General Mini sters des CappucinerOrdens hat einen ge wünschten Ausgang erreichet.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Ein Diener des Marches Zegnoni ist mit vielen seinem Herren entwendeten Silber klei der und anderen Effecten auch Geldern durch gegangen, von denen Päpstl.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Soldaten aber unweit von hier, alwo er auf ein ReiseCaless gewartet, aufgehalten, und denen Gerichts dienern eingeliefert worden.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Jndessen hat man auch von Androdaco und Aequilana die sichere Nachricht, dass, obwolen dieses Erd beben dasiger Gegenden noch heftiger als hier gewesen, selbiges doch auch daselbst keinen merklichen Schaden an Gebäuden, noch weniger an Menschen, gethan habe.| Livorno  Februar.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Briefe von Rochel le berichten dass seit  Tagen längs denen dasigen Küsten grausame Stürme, und Un gewitter gewütet.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Seit einigen Tagen seynd in dem Jnvaliden haus verschiedene Feld stuck von geschmiedeten Eisen probiret worden, man hat aber erkennet, dass diese Canonen durch die Kugeln abnehmen, und folgsam un gehindert ihre Leichtigkeit zum Transport, die von Metal selben allzeit vorzuziehen: nachde me der Marquis d'Herouville vorgeschlagen, einen grossen Morast in der Gegend Dunkirchen auszudrücknen, welcher schon seit 1709. überschwemmet ist, so hat ihme den König hier zu die Erlaubnus ertheilet.| Aus Niederland.| Amsterdam  Februarii.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Leibgarde zu Pferde auch mit einführen liessen.,9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Seine Majestät der König haben den Herrn Grafen von Kaiserlin, einen Sohn des des Russischen Kaiserl.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Die Luft war ganz warm, und die Wetterwolken zogen sich aus dem Abend auf solche Art herauf, wie es sonsten in dem Sommer zu geschehen pflegt, wobey ein heftiger Sturmwind mit Regen und Ha gel wütete.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Es soll auch das Wetter, wel ches ungefehr  Stunde daurete, hier und da eingeschlagen und gezündet haben.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
